From_Date,End_Date,SMA,EMA,RSI,SO
2013-08-27,2013-09-17,Infinity,NaN,-94.737686,NaN
2013-08-28,2013-09-18,Infinity,NaN,-114.70564,NaN
2013-08-29,2013-09-19,Infinity,NaN,-592.8567,NaN
2013-08-30,2013-09-20,Infinity,NaN,-610.3922,NaN
2013-09-03,2013-09-23,Infinity,NaN,-7.692308,NaN
2013-09-04,2013-09-24,Infinity,NaN,29.870548,NaN
2013-09-05,2013-09-25,Infinity,NaN,2.5974605,NaN
2013-09-06,2013-09-26,Infinity,NaN,4.2257004,NaN
2013-09-09,2013-09-27,Infinity,NaN,7.2467937,NaN
2013-09-10,2013-09-30,Infinity,NaN,77.535934,NaN
2013-09-11,2013-10-01,Infinity,NaN,10.144848,NaN
2013-09-12,2013-10-02,Infinity,NaN,63.76824,NaN
2013-09-13,2013-10-03,Infinity,NaN,84.05794,NaN
2013-09-16,2013-10-04,Infinity,NaN,42.02897,NaN
2013-09-17,2013-10-07,Infinity,NaN,81.15933,NaN
2013-09-18,2013-10-08,Infinity,NaN,118.84011,NaN
2013-09-19,2013-10-09,Infinity,NaN,256.5209,NaN
2013-09-20,2013-10-10,Infinity,NaN,137.68079,NaN
2013-09-23,2013-10-11,Infinity,NaN,66.66687,NaN
2013-09-24,2013-10-14,Infinity,NaN,104.76171,NaN
2013-09-25,2013-10-15,Infinity,NaN,142.85715,NaN
2013-09-26,2013-10-16,Infinity,NaN,15.872746,NaN
2013-09-27,2013-10-17,Infinity,NaN,-159.99985,NaN
2013-09-30,2013-10-18,Infinity,NaN,-39.333344,NaN
2013-10-01,2013-10-21,Infinity,NaN,-41.66596,NaN
2013-10-02,2013-10-22,Infinity,NaN,219.44432,NaN
2013-10-03,2013-10-23,Infinity,NaN,586.1103,NaN
2013-10-04,2013-10-24,Infinity,NaN,491.666,NaN
2013-10-07,2013-10-25,Infinity,NaN,300.0,NaN
2013-10-08,2013-10-28,Infinity,NaN,280.55566,NaN
2013-10-09,2013-10-29,Infinity,NaN,302.7773,NaN
2013-10-10,2013-10-30,Infinity,NaN,325.0,NaN
2013-10-11,2013-10-31,Infinity,NaN,461.1103,NaN
2013-10-14,2013-11-01,Infinity,NaN,391.66595,NaN
2013-10-15,2013-11-04,Infinity,NaN,425.0,NaN
2013-10-16,2013-11-05,Infinity,NaN,452.77728,NaN
2013-10-17,2013-11-06,Infinity,NaN,463.88864,NaN
2013-10-18,2013-11-07,Infinity,NaN,498.61084,NaN
2013-10-21,2013-11-08,Infinity,NaN,1166.6681,NaN
2013-10-22,2013-11-11,Infinity,NaN,71.87492,NaN
2013-10-23,2013-11-12,Infinity,NaN,73.437164,NaN
2013-10-24,2013-11-13,Infinity,NaN,89.06254,NaN
2013-10-25,2013-11-14,Infinity,NaN,104.68731,NaN
2013-10-28,2013-11-15,Infinity,NaN,-859.5724,NaN
2013-10-29,2013-11-18,Infinity,NaN,-4.032849,NaN
2013-10-30,2013-11-19,Infinity,NaN,59.687202,NaN
2013-10-31,2013-11-20,Infinity,NaN,54.444225,NaN
2013-11-01,2013-11-21,Infinity,NaN,30.650204,NaN
2013-11-04,2013-11-22,Infinity,NaN,47.975574,NaN
2013-11-05,2013-11-25,Infinity,NaN,67.79653,NaN
2013-11-06,2013-11-26,Infinity,NaN,84.74574,NaN
2013-11-07,2013-11-27,Infinity,NaN,78.81357,NaN
2013-11-08,2013-11-29,Infinity,NaN,81.355835,NaN
2013-11-11,2013-12-02,Infinity,NaN,106.779816,NaN
2013-11-12,2013-12-03,Infinity,NaN,149.15268,NaN
2013-11-13,2013-12-04,Infinity,NaN,93.220184,NaN
2013-11-14,2013-12-05,Infinity,NaN,95.76278,NaN
2013-11-15,2013-12-06,Infinity,NaN,-0.0,NaN
2013-11-18,2013-12-09,Infinity,NaN,-56.07444,NaN
2013-11-19,2013-12-10,Infinity,NaN,-124.999405,NaN
2013-11-20,2013-12-11,Infinity,NaN,-58.33323,NaN
2013-11-21,2013-12-12,Infinity,NaN,-30.000126,NaN
2013-11-22,2013-12-13,Infinity,NaN,-93.3338,NaN
2013-11-25,2013-12-16,Infinity,NaN,-102.273224,NaN
2013-11-26,2013-12-17,Infinity,NaN,-722.22125,NaN
2013-11-27,2013-12-18,Infinity,NaN,-280.3583,NaN
2013-11-29,2013-12-19,Infinity,NaN,3.9472065,NaN
2013-12-02,2013-12-20,Infinity,NaN,26.829428,NaN
2013-12-03,2013-12-23,Infinity,NaN,28.658623,NaN
2013-12-04,2013-12-24,Infinity,NaN,36.363457,NaN
2013-12-05,2013-12-26,Infinity,NaN,25.0,NaN
2013-12-06,2013-12-27,Infinity,NaN,72.308136,NaN
2013-12-09,2013-12-30,Infinity,NaN,66.15413,NaN
2013-12-10,2013-12-31,Infinity,NaN,52.3079,NaN
2013-12-11,2014-01-02,Infinity,NaN,121.53903,NaN
2013-12-12,2014-01-03,Infinity,NaN,83.84617,NaN
2013-12-13,2014-01-06,Infinity,NaN,29.23066,NaN
2013-12-16,2014-01-07,Infinity,NaN,39.99988,NaN
2013-12-17,2014-01-08,Infinity,NaN,-100.00059,NaN
2013-12-18,2014-01-09,Infinity,NaN,-25.217522,NaN
2013-12-19,2014-01-10,Infinity,NaN,-111.11064,NaN
2013-12-20,2014-01-13,Infinity,NaN,-21.51873,NaN
2013-12-23,2014-01-14,Infinity,NaN,-309.08932,NaN
2013-12-24,2014-01-15,Infinity,NaN,-56.395382,NaN
2013-12-26,2014-01-16,Infinity,NaN,-21.192001,NaN
2013-12-27,2014-01-17,Infinity,NaN,-71.73967,NaN
2013-12-30,2014-01-21,Infinity,NaN,-44.737686,NaN
2013-12-31,2014-01-22,Infinity,NaN,-71.15483,NaN
2014-01-02,2014-01-23,Infinity,NaN,190.90894,NaN
2014-01-03,2014-01-24,Infinity,NaN,668.17865,NaN
2014-01-06,2014-01-27,Infinity,NaN,1163.6305,NaN
2014-01-07,2014-01-28,Infinity,NaN,931.8127,NaN
2014-01-08,2014-01-29,Infinity,NaN,1232.9935,NaN
2014-01-09,2014-01-30,Infinity,NaN,372.72507,NaN
2014-01-10,2014-01-31,Infinity,NaN,809.0858,NaN
2014-01-13,2014-02-03,Infinity,NaN,1113.6305,NaN
2014-01-14,2014-02-04,Infinity,NaN,1386.3556,NaN
2014-01-15,2014-02-05,Infinity,NaN,1468.1735,NaN
2014-01-16,2014-02-06,Infinity,NaN,1172.7216,NaN
2014-01-17,2014-02-07,Infinity,NaN,665.90546,NaN
2014-01-21,2014-02-10,Infinity,NaN,677.2698,NaN
2014-01-22,2014-02-11,Infinity,NaN,422.72507,NaN
2014-01-23,2014-02-12,Infinity,NaN,-224.61472,NaN
2014-01-24,2014-02-13,Infinity,NaN,-222.72679,NaN
2014-01-27,2014-02-14,Infinity,NaN,563.41,NaN
2014-01-28,2014-02-18,Infinity,NaN,985.3573,NaN
2014-01-29,2014-02-19,Infinity,NaN,836.578,NaN
2014-01-30,2014-02-20,Infinity,NaN,620.7266,NaN
2014-01-31,2014-02-21,Infinity,NaN,653.6528,NaN
2014-02-03,2014-02-24,Infinity,NaN,756.0914,NaN
2014-02-04,2014-02-25,Infinity,NaN,612.1901,NaN
2014-02-05,2014-02-26,Infinity,NaN,599.9953,NaN
2014-02-06,2014-02-27,Infinity,NaN,682.92145,NaN
2014-02-07,2014-02-28,Infinity,NaN,724.3841,NaN
2014-02-10,2014-03-03,Infinity,NaN,721.9455,NaN
2014-02-11,2014-03-04,Infinity,NaN,507.31296,NaN
2014-02-12,2014-03-05,Infinity,NaN,507.31296,NaN
2014-02-13,2014-03-06,Infinity,NaN,107.04212,NaN
2014-02-14,2014-03-07,Infinity,NaN,-68.2539,NaN
2014-02-18,2014-03-10,Infinity,NaN,68.2539,NaN
2014-02-19,2014-03-11,Infinity,NaN,74.60324,NaN
2014-02-20,2014-03-12,Infinity,NaN,268.2533,NaN
2014-02-21,2014-03-13,Infinity,NaN,217.45978,NaN
2014-02-24,2014-03-14,Infinity,NaN,442.85654,NaN
2014-02-25,2014-03-17,Infinity,NaN,374.60263,NaN
2014-02-26,2014-03-18,Infinity,NaN,311.11044,NaN
2014-02-27,2014-03-19,Infinity,NaN,257.14227,NaN
2014-02-28,2014-03-20,Infinity,NaN,292.06302,NaN
2014-03-03,2014-03-21,Infinity,NaN,157.14285,NaN
2014-03-04,2014-03-24,Infinity,NaN,403.17407,NaN
2014-03-05,2014-03-25,Infinity,NaN,406.34875,NaN
2014-03-06,2014-03-26,Infinity,NaN,441.26892,NaN
2014-03-07,2014-03-27,Infinity,NaN,343.90253,NaN
2014-03-10,2014-03-28,Infinity,NaN,527.2701,NaN
2014-03-11,2014-03-31,Infinity,NaN,180.35709,NaN
2014-03-12,2014-04-01,Infinity,NaN,50.000214,NaN
2014-03-13,2014-04-02,Infinity,NaN,14.754109,NaN
2014-03-14,2014-04-03,Infinity,NaN,-59.321762,NaN
2014-03-17,2014-04-04,Infinity,NaN,-86.53853,NaN
2014-03-18,2014-04-07,Infinity,NaN,217.30771,NaN
2014-03-19,2014-04-08,Infinity,NaN,395.34875,NaN
2014-03-20,2014-04-09,Infinity,NaN,253.48824,NaN
2014-03-21,2014-04-10,Infinity,NaN,258.25076,NaN
2014-03-24,2014-04-11,Infinity,NaN,655.0035,NaN
2014-03-25,2014-04-14,Infinity,NaN,855.2543,NaN
2014-03-26,2014-04-15,Infinity,NaN,827.50415,NaN
2014-03-27,2014-04-16,Infinity,NaN,725.0036,NaN
2014-03-28,2014-04-17,Infinity,NaN,445.00223,NaN
2014-03-31,2014-04-21,Infinity,NaN,467.5024,NaN
2014-04-01,2014-04-22,Infinity,NaN,267.50146,NaN
2014-04-02,2014-04-23,Infinity,NaN,367.50146,NaN
2014-04-03,2014-04-24,Infinity,NaN,327.27408,NaN
2014-04-04,2014-04-25,Infinity,NaN,1599.9619,NaN
2014-04-07,2014-04-28,Infinity,NaN,64.063965,NaN
2014-04-08,2014-04-29,Infinity,NaN,202.20213,NaN
2014-04-09,2014-04-30,Infinity,NaN,150.15007,NaN
2014-04-10,2014-05-01,Infinity,NaN,57.827938,NaN
2014-04-11,2014-05-02,Infinity,NaN,40.902294,NaN
2014-04-14,2014-05-05,Infinity,NaN,-9.168191,NaN
2014-04-15,2014-05-06,Infinity,NaN,-15.81008,NaN
2014-04-16,2014-05-07,Infinity,NaN,26.350468,NaN
2014-04-17,2014-05-08,Infinity,NaN,-106.71867,NaN
2014-04-21,2014-05-09,Infinity,NaN,-46.874645,NaN
2014-04-22,2014-05-12,Infinity,NaN,-212.06961,NaN
2014-04-23,2014-05-13,Infinity,NaN,-60.638355,NaN
2014-04-24,2014-05-14,Infinity,NaN,9.302532,NaN
2014-04-25,2014-05-15,Infinity,NaN,158.1395,NaN
2014-04-28,2014-05-16,Infinity,NaN,395.34875,NaN
2014-04-29,2014-05-19,Infinity,NaN,373.023,NaN
2014-04-30,2014-05-20,Infinity,NaN,434.88406,NaN
2014-05-01,2014-05-21,Infinity,NaN,393.02353,NaN
2014-05-02,2014-05-22,Infinity,NaN,260.46558,NaN
2014-05-05,2014-05-23,Infinity,NaN,141.8605,NaN
2014-05-06,2014-05-27,Infinity,NaN,76.74455,NaN
2014-05-07,2014-05-28,Infinity,NaN,-93.02266,NaN
2014-05-08,2014-05-29,Infinity,NaN,-38.028282,NaN
2014-05-09,2014-05-30,Infinity,NaN,-0.0,NaN
2014-05-12,2014-06-02,Infinity,NaN,25.531622,NaN
2014-05-13,2014-06-03,Infinity,NaN,-80.85108,NaN
2014-05-14,2014-06-04,Infinity,NaN,-48.147755,NaN
2014-05-15,2014-06-05,Infinity,NaN,-265.30505,NaN
2014-05-16,2014-06-06,Infinity,NaN,-57.14295,NaN
2014-05-19,2014-06-09,Infinity,NaN,-89.06313,NaN
2014-05-20,2014-06-10,Infinity,NaN,5.172221,NaN
2014-05-21,2014-06-11,Infinity,NaN,25.861763,NaN
2014-05-22,2014-06-12,Infinity,NaN,48.275818,NaN
2014-05-23,2014-06-13,Infinity,NaN,70.689865,NaN
2014-05-27,2014-06-16,Infinity,NaN,72.41373,NaN
2014-05-28,2014-06-17,Infinity,NaN,13.792809,NaN
2014-05-29,2014-06-18,Infinity,NaN,-6.8967333,NaN
2014-05-30,2014-06-19,Infinity,NaN,-44.82811,NaN
2014-06-02,2014-06-20,Infinity,NaN,38.792973,NaN
2014-06-03,2014-06-23,Infinity,NaN,72.41373,NaN
2014-06-04,2014-06-24,Infinity,NaN,136.20686,NaN
2014-06-05,2014-06-25,Infinity,NaN,203.44904,NaN
2014-06-06,2014-06-26,Infinity,NaN,210.34511,NaN
2014-06-09,2014-06-27,Infinity,NaN,196.55229,NaN
2014-06-10,2014-06-30,Infinity,NaN,218.84131,NaN
2014-06-11,2014-07-01,Infinity,NaN,112.16216,NaN
2014-06-12,2014-07-02,Infinity,NaN,91.89172,NaN
2014-06-13,2014-07-03,Infinity,NaN,98.64836,NaN
2014-06-16,2014-07-07,Infinity,NaN,137.83759,NaN
2014-06-17,2014-07-08,Infinity,NaN,181.75652,NaN
2014-06-18,2014-07-09,Infinity,NaN,295.9451,NaN
2014-06-19,2014-07-10,Infinity,NaN,345.1618,NaN
2014-06-20,2014-07-11,Infinity,NaN,271.02768,NaN
2014-06-23,2014-07-14,Infinity,NaN,316.62915,NaN
2014-06-24,2014-07-15,Infinity,NaN,359.90912,NaN
2014-06-25,2014-07-16,Infinity,NaN,309.79572,NaN
2014-06-26,2014-07-17,Infinity,NaN,446.46988,NaN
2014-06-27,2014-07-18,Infinity,NaN,503.4176,NaN
2014-06-30,2014-07-21,Infinity,NaN,345.10303,NaN
2014-07-01,2014-07-22,Infinity,NaN,66.05956,NaN
2014-07-02,2014-07-23,Infinity,NaN,34.168106,NaN
2014-07-03,2014-07-24,Infinity,NaN,164.00883,NaN
2014-07-07,2014-07-25,Infinity,NaN,512.9615,NaN
2014-07-08,2014-07-28,Infinity,NaN,432.72577,NaN
2014-07-09,2014-07-29,Infinity,NaN,494.54294,NaN
2014-07-10,2014-07-30,Infinity,NaN,332.72577,NaN
2014-07-11,2014-07-31,Infinity,NaN,414.5429,NaN
2014-07-14,2014-08-01,Infinity,NaN,479.9972,NaN
2014-07-15,2014-08-04,Infinity,NaN,479.9972,NaN
2014-07-16,2014-08-05,Infinity,NaN,585.45154,NaN
2014-07-17,2014-08-06,Infinity,NaN,727.2687,NaN
2014-07-18,2014-08-07,Infinity,NaN,625.45154,NaN
2014-07-21,2014-08-08,Infinity,NaN,872.723,NaN
2014-07-22,2014-08-11,Infinity,NaN,752.72296,NaN
2014-07-23,2014-08-12,Infinity,NaN,9599.42,NaN
2014-07-24,2014-08-13,Infinity,NaN,1438.4489,NaN
2014-07-25,2014-08-14,Infinity,NaN,267.44113,NaN
2014-07-28,2014-08-15,Infinity,NaN,-300.001,NaN
2014-07-29,2014-08-18,Infinity,NaN,-452.16605,NaN
2014-07-30,2014-08-19,Infinity,NaN,-19.658047,NaN
2014-07-31,2014-08-20,Infinity,NaN,37.500237,NaN
2014-08-01,2014-08-21,Infinity,NaN,20.000381,NaN
2014-08-04,2014-08-22,Infinity,NaN,129.99962,NaN
2014-08-05,2014-08-25,Infinity,NaN,102.499565,NaN
2014-08-06,2014-08-26,Infinity,NaN,164.99933,NaN
2014-08-07,2014-08-27,Infinity,NaN,139.9998,NaN
2014-08-08,2014-08-28,Infinity,NaN,257.49966,NaN
2014-08-11,2014-08-29,Infinity,NaN,264.99933,NaN
2014-08-12,2014-09-02,Infinity,NaN,115.00028,NaN
2014-08-13,2014-09-03,Infinity,NaN,25.000477,NaN
2014-08-14,2014-09-04,Infinity,NaN,17.499857,NaN
2014-08-15,2014-09-05,Infinity,NaN,127.500046,NaN
2014-08-18,2014-09-08,Infinity,NaN,150.0,NaN
2014-08-19,2014-09-09,Infinity,NaN,189.9998,NaN
2014-08-20,2014-09-10,Infinity,NaN,138.88866,NaN
2014-08-21,2014-09-11,Infinity,NaN,350.0038,NaN
2014-08-22,2014-09-12,Infinity,NaN,-294.7397,NaN
2014-08-25,2014-09-15,Infinity,NaN,13.888727,NaN
2014-08-26,2014-09-16,Infinity,NaN,68.055504,NaN
2014-08-27,2014-09-17,Infinity,NaN,-54.167305,NaN
2014-08-28,2014-09-18,Infinity,NaN,-52.577473,NaN
2014-08-29,2014-09-19,Infinity,NaN,-15.517322,NaN
2014-09-02,2014-09-22,Infinity,NaN,120.6902,NaN
2014-09-03,2014-09-23,Infinity,NaN,243.10425,NaN
2014-09-04,2014-09-24,Infinity,NaN,146.55197,NaN
2014-09-05,2014-09-25,Infinity,NaN,155.17255,NaN
2014-09-08,2014-09-26,Infinity,NaN,336.2082,NaN
2014-09-09,2014-09-29,Infinity,NaN,295.00076,NaN
2014-09-10,2014-09-30,Infinity,NaN,256.89706,NaN
2014-09-11,2014-10-01,Infinity,NaN,337.93204,NaN
2014-09-12,2014-10-02,Infinity,NaN,456.89774,NaN
2014-09-15,2014-10-03,Infinity,NaN,324.13922,NaN
2014-09-16,2014-10-06,Infinity,NaN,298.2768,NaN
2014-09-17,2014-10-07,Infinity,NaN,441.3804,NaN
2014-09-18,2014-10-08,Infinity,NaN,2088.8865,NaN
2014-09-19,2014-10-09,Infinity,NaN,1313.3208,NaN
2014-09-22,2014-10-10,Infinity,NaN,426.08762,NaN
2014-09-23,2014-10-13,Infinity,NaN,355.2383,NaN
2014-09-24,2014-10-14,Infinity,NaN,427.1029,NaN
2014-09-25,2014-10-15,Infinity,NaN,2026.9066,NaN
2014-09-26,2014-10-16,Infinity,NaN,1524.2347,NaN
2014-09-29,2014-10-17,Infinity,NaN,1133.3276,NaN
2014-09-30,2014-10-20,Infinity,NaN,2875.0017,NaN
2014-10-01,2014-10-21,Infinity,NaN,600.0008,NaN
2014-10-02,2014-10-22,Infinity,NaN,635.4171,NaN
2014-10-03,2014-10-23,Infinity,NaN,562.50073,NaN
2014-10-06,2014-10-24,Infinity,NaN,1757.1499,NaN
2014-10-07,2014-10-27,Infinity,NaN,164.33553,NaN
2014-10-08,2014-10-28,Infinity,NaN,125.174866,NaN
2014-10-09,2014-10-29,Infinity,NaN,-Infinity,NaN
2014-10-10,2014-10-30,Infinity,NaN,52.830082,NaN
2014-10-13,2014-10-31,Infinity,NaN,-141.50977,NaN
2014-10-14,2014-11-03,Infinity,NaN,3265.1135,NaN
2014-10-15,2014-11-04,Infinity,NaN,3360.4622,NaN
2014-10-16,2014-11-05,Infinity,NaN,3397.6724,NaN
2014-10-17,2014-11-06,Infinity,NaN,3226.7417,NaN
2014-10-20,2014-11-07,Infinity,NaN,3209.2998,NaN
2014-10-21,2014-11-10,Infinity,NaN,3193.0208,NaN
2014-10-22,2014-11-11,Infinity,NaN,3062.788,NaN
2014-10-23,2014-11-12,Infinity,NaN,3195.3462,NaN
2014-10-24,2014-11-13,Infinity,NaN,3148.8342,NaN
2014-10-27,2014-11-14,Infinity,NaN,3169.7644,NaN
2014-10-28,2014-11-17,Infinity,NaN,3158.1367,NaN
2014-10-29,2014-11-18,Infinity,NaN,3283.7185,NaN
2014-10-30,2014-11-19,Infinity,NaN,3244.1829,NaN
2014-10-31,2014-11-20,Infinity,NaN,3221.626,NaN
2014-11-03,2014-11-21,Infinity,NaN,-225.0006,NaN
2014-11-04,2014-11-24,Infinity,NaN,-45.45461,NaN
2014-11-05,2014-11-25,Infinity,NaN,-238.46266,NaN
2014-11-06,2014-11-26,Infinity,NaN,-38.75087,NaN
2014-11-07,2014-11-28,Infinity,NaN,-116.66455,NaN
2014-11-10,2014-12-01,Infinity,NaN,6.668023,NaN
2014-11-11,2014-12-02,Infinity,NaN,426.66446,NaN
2014-11-12,2014-12-03,Infinity,NaN,246.66599,NaN
2014-11-13,2014-12-04,Infinity,NaN,40.000507,NaN
2014-11-14,2014-12-05,Infinity,NaN,166.66496,NaN
2014-11-17,2014-12-08,Infinity,NaN,153.33401,NaN
2014-11-18,2014-12-09,Infinity,NaN,873.3253,NaN
2014-11-19,2014-12-10,Infinity,NaN,919.9914,NaN
2014-11-20,2014-12-11,Infinity,NaN,1039.9904,NaN
2014-11-21,2014-12-12,Infinity,NaN,1413.3208,NaN
2014-11-24,2014-12-15,Infinity,NaN,1713.3182,NaN
2014-11-25,2014-12-16,Infinity,NaN,2173.3125,NaN
2014-11-26,2014-12-17,Infinity,NaN,1833.3147,NaN
2014-11-28,2014-12-18,Infinity,NaN,1293.3218,NaN
2014-12-01,2014-12-19,Infinity,NaN,395.4587,NaN
2014-12-02,2014-12-22,Infinity,NaN,190.9105,NaN
2014-12-03,2014-12-23,Infinity,NaN,131.82016,NaN
2014-12-04,2014-12-24,Infinity,NaN,352.27585,NaN
2014-12-05,2014-12-26,Infinity,NaN,331.8219,NaN
2014-12-08,2014-12-29,Infinity,NaN,66.66695,NaN
2014-12-09,2014-12-30,Infinity,NaN,58.000183,NaN
2014-12-10,2014-12-31,Infinity,NaN,18.00003,NaN
2014-12-11,2015-01-02,Infinity,NaN,113.99994,NaN
2014-12-12,2015-01-05,Infinity,NaN,284.0004,NaN
2014-12-15,2015-01-06,Infinity,NaN,372.00012,NaN
2014-12-16,2015-01-07,Infinity,NaN,413.99994,NaN
2014-12-17,2015-01-08,Infinity,NaN,180.0003,NaN
2014-12-18,2015-01-09,Infinity,NaN,176.00021,NaN
2014-12-19,2015-01-12,Infinity,NaN,231.99997,NaN
2014-12-22,2015-01-13,Infinity,NaN,236.00006,NaN
2014-12-23,2015-01-14,Infinity,NaN,11399.752,NaN
2014-12-24,2015-01-15,Infinity,NaN,2899.9663,NaN
2014-12-26,2015-01-16,Infinity,NaN,4294.0703,NaN
2014-12-29,2015-01-20,Infinity,NaN,4672.5205,NaN
2014-12-30,2015-01-21,Infinity,NaN,1286.9587,NaN
2014-12-31,2015-01-22,Infinity,NaN,2700.1907,NaN
2015-01-02,2015-01-23,Infinity,NaN,248.07689,NaN
2015-01-05,2015-01-26,Infinity,NaN,286.6676,NaN
2015-01-06,2015-01-27,Infinity,NaN,273.33392,NaN
2015-01-07,2015-01-28,Infinity,NaN,306.66748,NaN
2015-01-08,2015-01-29,Infinity,NaN,403.33405,NaN
2015-01-09,2015-01-30,Infinity,NaN,756.66876,NaN
2015-01-12,2015-02-02,Infinity,NaN,843.7522,NaN
2015-01-13,2015-02-03,Infinity,NaN,6.250149,NaN
2015-01-14,2015-02-04,Infinity,NaN,26.02761,NaN
2015-01-15,2015-02-05,Infinity,NaN,-23.287313,NaN
2015-01-16,2015-02-06,Infinity,NaN,-37.20924,NaN
2015-01-20,2015-02-09,Infinity,NaN,51.764618,NaN
2015-01-21,2015-02-10,Infinity,NaN,-25.881413,NaN
2015-01-22,2015-02-11,Infinity,NaN,-31.461414,NaN
2015-01-23,2015-02-12,Infinity,NaN,-89.16458,NaN
2015-01-26,2015-02-13,Infinity,NaN,-59.18366,NaN
2015-01-27,2015-02-17,Infinity,NaN,-158.33109,NaN
2015-01-28,2015-02-18,Infinity,NaN,-275.4096,NaN
2015-01-29,2015-02-19,Infinity,NaN,-4.761703,NaN
2015-01-30,2015-02-20,Infinity,NaN,-113.99994,NaN
2015-02-02,2015-02-23,Infinity,NaN,-1.0987169,NaN
2015-02-03,2015-02-24,Infinity,NaN,-33.695454,NaN
2015-02-04,2015-02-25,Infinity,NaN,-93.47774,NaN
2015-02-05,2015-02-26,Infinity,NaN,-163.63573,NaN
2015-02-06,2015-02-27,Infinity,NaN,-0.0,NaN
2015-02-09,2015-03-02,Infinity,NaN,-140.74089,NaN
2015-02-10,2015-03-03,Infinity,NaN,36.111347,NaN
2015-02-11,2015-03-04,Infinity,NaN,150.0,NaN
2015-02-12,2015-03-05,Infinity,NaN,127.777306,NaN
2015-02-13,2015-03-06,Infinity,NaN,180.55568,NaN
2015-02-17,2015-03-09,Infinity,NaN,225.0,NaN
2015-02-18,2015-03-10,Infinity,NaN,397.22165,NaN
2015-02-19,2015-03-11,Infinity,NaN,437.49948,NaN
2015-02-20,2015-03-12,Infinity,NaN,405.55463,NaN
2015-02-23,2015-03-13,Infinity,NaN,345.49973,NaN
2015-02-24,2015-03-16,Infinity,NaN,241.66595,NaN
2015-02-25,2015-03-17,Infinity,NaN,280.55566,NaN
2015-02-26,2015-03-18,Infinity,NaN,88.88865,NaN
2015-02-27,2015-03-19,Infinity,NaN,125.0,NaN
2015-03-02,2015-03-20,Infinity,NaN,47.22269,NaN
2015-03-03,2015-03-23,Infinity,NaN,-300.0127,NaN
2015-03-04,2015-03-24,Infinity,NaN,449.99048,NaN
2015-03-05,2015-03-25,Infinity,NaN,2624.9475,NaN
2015-03-06,2015-03-26,Infinity,NaN,12402.06,NaN
2015-03-09,2015-03-27,Infinity,NaN,10301.717,NaN
2015-03-10,2015-03-30,Infinity,NaN,3500.5723,NaN
2015-03-11,2015-03-31,Infinity,NaN,4300.7246,NaN
2015-03-12,2015-04-01,Infinity,NaN,6901.1445,NaN
2015-03-13,2015-04-02,Infinity,NaN,800.11444,NaN
2015-03-16,2015-04-06,Infinity,NaN,100.0,NaN
2015-03-17,2015-04-07,Infinity,NaN,-3100.5342,NaN
2015-03-18,2015-04-08,Infinity,NaN,-62.50119,NaN
2015-03-19,2015-04-09,Infinity,NaN,-62.50119,NaN
2015-03-20,2015-04-10,Infinity,NaN,-368.96423,NaN
2015-03-23,2015-04-13,Infinity,NaN,-4.081728,NaN
2015-03-24,2015-04-14,Infinity,NaN,62.5,NaN
2015-03-25,2015-04-15,Infinity,NaN,-1.7861035,NaN
2015-03-26,2015-04-16,Infinity,NaN,51.35113,NaN
2015-03-27,2015-04-17,Infinity,NaN,135.13551,NaN
2015-03-30,2015-04-20,Infinity,NaN,29.72998,NaN
2015-03-31,2015-04-21,Infinity,NaN,13.513346,NaN
2015-04-01,2015-04-22,Infinity,NaN,191.8922,NaN
2015-04-02,2015-04-23,Infinity,NaN,186.48665,NaN
2015-04-06,2015-04-24,Infinity,NaN,200.0,NaN
2015-04-07,2015-04-27,Infinity,NaN,210.8111,NaN
2015-04-08,2015-04-28,Infinity,NaN,335.13553,NaN
2015-04-09,2015-04-29,Infinity,NaN,364.8655,NaN
2015-04-10,2015-04-30,Infinity,NaN,435.13657,NaN
2015-04-13,2015-05-01,Infinity,NaN,724.9976,NaN
2015-04-14,2015-05-04,Infinity,NaN,649.99713,NaN
2015-04-15,2015-05-05,Infinity,NaN,764.9984,NaN
2015-04-16,2015-05-06,Infinity,NaN,3325.236,NaN
2015-04-17,2015-05-07,Infinity,NaN,3350.2434,NaN
2015-04-20,2015-05-08,Infinity,NaN,1650.1193,NaN
2015-04-21,2015-05-11,Infinity,NaN,299.98093,NaN
2015-04-22,2015-05-12,Infinity,NaN,72.413246,NaN
2015-04-23,2015-05-13,Infinity,NaN,114.99933,NaN
2015-04-24,2015-05-14,Infinity,NaN,197.44798,NaN
2015-04-27,2015-05-15,Infinity,NaN,156.52232,NaN
2015-04-28,2015-05-18,Infinity,NaN,-34.783474,NaN
2015-04-29,2015-05-19,Infinity,NaN,-83.33307,NaN
2015-04-30,2015-05-20,Infinity,NaN,-86.581894,NaN
2015-05-01,2015-05-21,Infinity,NaN,-49.999046,NaN
2015-05-04,2015-05-22,Infinity,NaN,-19.998474,NaN
2015-05-05,2015-05-26,Infinity,NaN,-0.0,NaN
2015-05-06,2015-05-27,Infinity,NaN,-149.99905,NaN
2015-05-07,2015-05-28,Infinity,NaN,-39.998856,NaN
2015-05-08,2015-05-29,Infinity,NaN,399.9981,NaN
2015-05-11,2015-06-01,Infinity,NaN,599.9981,NaN
2015-05-12,2015-06-02,Infinity,NaN,744.998,NaN
2015-05-13,2015-06-03,Infinity,NaN,634.9978,NaN
2015-05-14,2015-06-04,Infinity,NaN,774.99664,NaN
